id,name,longitude,latitude,rating,address,adname,subtype
b8a3ccdc-9416-32dd-9094-29dc25283058,梁氏宗祠,113.228358,23.374074,3.6,龙湖路69附近,花都区,b8a3ccdc-9416-32dd-9094-29dc25283058
f3941933-5542-3ef2-b483-7aeae44d5bd3,泰晤士天鹅雕塑,113.226533,23.378316,1.0,新华路102号花都湖公园内,花都区,f3941933-5542-3ef2-b483-7aeae44d5bd3
4a810b1e-50df-3945-8cb7-7be67ec2fc63,观澜桥,113.219538,23.372734,3.9,新华路102号花都湖公园内,花都区,4a810b1e-50df-3945-8cb7-7be67ec2fc63
42224bea-e615-3e09-a639-5693bb7bd249,巨石阵的绿意雕塑,113.226489,23.378403,2.8,新华路102号花都湖公园内,花都区,42224bea-e615-3e09-a639-5693bb7bd249
d23fdea4-dc7f-3be8-986a-24b94e25ea9f,向日葵雕塑,113.226623,23.378398,2.5,新华路102号花都湖公园内,花都区,d23fdea4-dc7f-3be8-986a-24b94e25ea9f
926fefd7-288a-3b9c-855e-16519e12663b,天鹅湖里小天鹅雕塑,113.226623,23.378531,2.9,新华路102号花都湖公园内,花都区,926fefd7-288a-3b9c-855e-16519e12663b
c5179244-f84f-3429-8731-ec32c93629c5,樱花人物雕塑,113.226433,23.378657,2.6,新华路102号花都湖公园内,花都区,c5179244-f84f-3429-8731-ec32c93629c5
e79dd33f-521f-3f1f-b6fe-9917c2a0e7ce,富士山和风雕塑,113.226506,23.378623,3.1,新华路102号花都湖公园内,花都区,e79dd33f-521f-3f1f-b6fe-9917c2a0e7ce
1fc6ebd9-e365-3ffa-829a-e8c8e3736bff,日本厕所,113.226442,23.37869,3.6,新华路102号花都湖世界国花雕塑园,花都区,1fc6ebd9-e365-3ffa-829a-e8c8e3736bff
95d543fe-56ef-3399-ac3e-45e061b4c03c,长城上空的飞天雕塑,113.22667,23.378568,2.9,新华路102号花都湖公园内,花都区,95d543fe-56ef-3399-ac3e-45e061b4c03c
7c65aecc-d85e-3861-8d45-0fe21ce9c4d3,阅湖亭,113.227082,23.378278,3.0,新华路102号花都湖公园内,花都区,7c65aecc-d85e-3861-8d45-0fe21ce9c4d3
0bde9598-f4b9-3d7e-9aa7-1765fdfb3863,相扑雕塑,113.226424,23.378748,2.9,新华路102号花都湖公园内,花都区,0bde9598-f4b9-3d7e-9aa7-1765fdfb3863
4dd40213-4bff-3052-8953-cc36dfb0569d,流云飞瀑,113.22693,23.378519,3.6,新华路102号花都湖公园内,花都区,4dd40213-4bff-3052-8953-cc36dfb0569d
